name,duration,category_name,description,date_added,url,thumbnail,url_1080,url_720,url_480,url_360,url_240
,,,,,https://www.jw.org/en/news/region/russia/The-Detention-of-Brothers-Kuzin-and-Makhnev/,,,https://akamd1.jw-cdn.org/sg2/p/9a32ab1/2/o/702020112_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/4b3c4b/2/o/702020112_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/e5a856/2/o/702020112_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/5d3813/2/o/702020112_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-1/,,,https://akdd1.jw-cdn.org/sg2/p/53f6d8/3/o/702020178_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/62366c/3/o/702020178_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/01b4cc/3/o/702020178_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/eeae0a/3/o/702020178_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-2/,,,https://akamd1.jw-cdn.org/sg2/p/0d411d/3/o/702020199_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/09abcb/3/o/702020199_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/79022e/3/o/702020199_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/e80d4a/3/o/702020199_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-3/,,,https://akamd1.jw-cdn.org/sg2/p/9dc32a/1/o/702020233_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/dc74f3/1/o/702020233_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/28ceaf/1/o/702020233_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/ec1145/1/o/702020233_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/russia/The-Unbreakable-Faith-of-Our-Brothers-Beaten-in-Orenburg-Prison/,,,https://akamd1.jw-cdn.org/sg2/p/c4ddfe/2/o/702020273_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/38f62e/2/o/702020273_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/a2aaa3/2/o/702020273_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/5a01b8d/2/o/702020273_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-4/,,,https://akamd1.jw-cdn.org/sg2/p/eae028/1/o/702020283_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/cbde09/1/o/702020283_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/682985/1/o/702020283_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/37ce9a/1/o/702020283_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/russia/No-Reason-to-Fear-Persecution/,,,https://akamd1.jw-cdn.org/sg2/p/92475cd/1/o/702020265_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/736b19/1/o/702020265_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/333fe2/1/o/702020265_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/0102560/1/o/702020265_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-5/,,,https://akdd1.jw-cdn.org/sg2/p/39f1e1/1/o/702020307_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/1d1068/1/o/702020307_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/d5c727/1/o/702020307_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/4036f6/1/o/702020307_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-6/,,,https://akdd1.jw-cdn.org/sg2/p/7ee50d/1/o/702020310_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/e7661d/1/o/702020310_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/6bf78b/1/o/702020310_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/1cfda3/1/o/702020310_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-7/,,,https://akamd1.jw-cdn.org/sg2/p/9e0e89/1/o/702020423_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/629090/1/o/702020423_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/86b0a71/1/o/702020423_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/c91f73/1/o/702020423_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-8/,,,https://akamd1.jw-cdn.org/sg2/p/377ec5/2/o/702020465_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/3ce38f/2/o/702020465_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/5ccbe2/2/o/702020465_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/74531a/2/o/702020465_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2020-Governing-Body-Update-9/,,,https://akamd1.jw-cdn.org/sg2/p/603a728/1/o/702020497_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/b2fb49/1/o/702020497_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/d70149/1/o/702020497_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/b32c35/1/o/702020497_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-1/,,,https://akamd1.jw-cdn.org/sg2/p/5ce4f1/2/o/702021008_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/ee9ee075/2/o/702021008_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/c9b42b/2/o/702021008_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/c09d5e/2/o/702021008_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-2/,,,https://akdd1.jw-cdn.org/sg2/p/288f53/1/o/702021067_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/d60ed9/1/o/702021067_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/8aed7d/1/o/702021067_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/6e8c97/1/o/702021067_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-3/,,,https://akamd1.jw-cdn.org/sg2/p/631c1b/1/o/702021070_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/02ad5f1/1/o/702021070_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/e65663/1/o/702021070_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/ef44a7/1/o/702021070_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-4/,,,https://akdd1.jw-cdn.org/sg2/p/007afc/1/o/702021073_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/b4e470/1/o/702021073_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/e54c30/1/o/702021073_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/d00427/1/o/702021073_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-5/,,,https://akamd1.jw-cdn.org/sg2/p/c7f840/1/o/702021076_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/82bf39/1/o/702021076_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/ae3a9b/1/o/702021076_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/e04e35/1/o/702021076_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/global/2021-Governing-Body-Update-6/,,,https://akdd1.jw-cdn.org/sg2/p/fca25a/1/o/702021079_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/0f730d/1/o/702021079_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/51076e/1/o/702021079_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/22d138/1/o/702021079_E_cnt_1_r240P.mp4
,,,,,https://www.jw.org/en/news/region/russia/The-Unjust-Imprisonment-of-Sister-Valentina-Baranovskaya-and-Her-Son-Roman/,,,https://akamd1.jw-cdn.org/sg2/p/63a12e/2/o/702021334_E_cnt_1_r720P.mp4,https://akamd1.jw-cdn.org/sg2/p/23cdb6/2/o/702021334_E_cnt_1_r480P.mp4,https://akamd1.jw-cdn.org/sg2/p/462d4d/2/o/702021334_E_cnt_1_r360P.mp4,https://akamd1.jw-cdn.org/sg2/p/0dab6f/2/o/702021334_E_cnt_1_r240P.mp4
